CRASH_DATE,CRASH_TIME,BOROUGH,ZIP_CODE,LATITUDE,LONGITUDE,LOCATION,ON_STREET_NAME,CROSS_STREET_NAME,OFF_STREET_NAME,INJURED_PERSONS,KILLED_PERSONS,INJURED_PEDESTRIANS,KILLED_PEDESTRIANS,INJURED_CYCLISTS,KILLED_CYCLISTS,INJURED_MOTORISTS,KILLED_MOTORISTS,CONTRIBUTING_FACTOR_VEHICLE_1,CONTRIBUTING_FACTOR_VEHICLE_2,CONTRIBUTING_FACTOR_VEHICLE_3,CONTRIBUTING_FACTOR_VEHICLE_4,CONTRIBUTING_FACTOR_VEHICLE_5,COLLISION_ID,VEHICLE_TYPE_1,VEHICLE_TYPE_2,VEHICLE_TYPE_3,VEHICLE_TYPE_4,VEHICLE_TYPE_5
08/04/2016,9:35,BROOKLYN,11236,40.640583,-73.91894,POINT (-73.91894 40.640583),FOSTER AVENUE                   ,EAST 80 STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3532755,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
08/04/2016,10:50,,,40.84543,-73.91399,POINT (-73.91399 40.84543),JEROME AVENUE                   ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3532859,PICK-UP TRUCK,,,,
08/20/2016,4:12,MANHATTAN,10036,,,,12 AVENUE                       ,WEST 42 STREET,,0,0,0,0,0,0,0,0,Fell Asleep,Unspecified,,,,3504230,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/01/2016,17:30,MANHATTAN,10012,40.72272,-73.994156,POINT (-73.994156 40.72272),ELIZABETH STREET                ,PRINCE STREET,,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,3532501,SPORT UTILITY / STATION WAGON,,,,
08/13/2016,10:00,BRONX,10457,40.8466,-73.90381,POINT (-73.90381 40.8466),ANTHONY AVENUE                  ,EAST 175 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3500114,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
08/04/2016,15:00,,,40.719975,-73.94071,POINT (-73.94071 40.719975),KINGSLAND AVENUE                ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3532794,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/09/2016,17:25,BRONX,10466,40.88919,-73.83131,POINT (-73.83131 40.88919),DYRE AVENUE                     ,EAST 233 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3498637,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE
07/28/2016,7:10,,,40.75595,-73.99074,POINT (-73.99074 40.75595),WEST 40 STREET                  ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3489203,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/09/2016,22:00,BROOKLYN,11204,40.609436,-73.97514,POINT (-73.97514 40.609436),,,1543      WEST 1 STREET                 ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3499525,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
08/09/2016,7:10,BROOKLYN,11234,40.617214,-73.93717,POINT (-73.93717 40.617214),AVENUE P                        ,EAST 38 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3498703,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
07/29/2016,11:20,,,40.688477,-73.98475,POINT (-73.98475 40.688477),SCHERMERHORN STREET             ,,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3490281,PASSENGER VEHICLE,VAN,,,
07/27/2016,0:45,QUEENS,11101,40.750244,-73.920135,POINT (-73.920135 40.750244),43 STREET                       ,37 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3489014,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/06/2016,18:16,QUEENS,11354,40.76088,-73.83275,POINT (-73.83275 40.76088),,,37-05     PRINCE STREET                 ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3495205,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,TAXI,
08/03/2016,10:25,QUEENS,11691,40.592876,-73.75319,POINT (-73.75319 40.592876),BEACH 19 STREET                 ,BOARDWALK,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3494271,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/18/2016,19:30,QUEENS,11413,40.66709,-73.76376,POINT (-73.76376 40.66709),181 STREET                      ,NORTH CONDUIT AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3503389,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/04/2016,16:00,,,,,,CLEARVIEW EXPRESSWAY            ,NORTHERN BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3502686,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON
08/05/2016,20:49,QUEENS,11691,40.597855,-73.7821,POINT (-73.7821 40.597855),ALMEDA AVENUE                   ,BEACH 51 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3495141,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/09/2016,14:07,,,40.80545,-73.965775,POINT (-73.965775 40.80545),BROADWAY                        ,,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,,,,3496298,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
08/10/2016,13:00,BROOKLYN,11205,40.68954,-73.971146,POINT (-73.971146 40.68954),ADELPHI STREET                  ,DE KALB AVENUE,,1,0,0,0,1,0,0,0,Unspecified,,,,,3498185,BICYCLE,OTHER,BICYCLE,BICYCLE,
08/06/2016,11:45,BROOKLYN,11238,40.679733,-73.969765,POINT (-73.969765 40.679733),,,602       BERGEN STREET                 ,1,0,0,0,1,0,0,0,Passing Too Closely,Passing Too Closely,,,,3495872,BICYCLE,BICYCLE,,,
08/16/2016,16:10,BROOKLYN,11230,40.61822,-73.9566,POINT (-73.9566 40.61822),,,1820      BAY AVENUE                    ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3501783,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
08/01/2016,13:50,BROOKLYN,11223,40.595715,-73.96508,POINT (-73.96508 40.595715),AVENUE V                        ,OCEAN PARKWAY,,1,0,0,0,0,0,1,0,Driver Inexperience,Unspecified,,,,3492834,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/12/2016,13:30,,,40.75182,-73.93834,POINT (-73.93834 40.75182),27 STREET                       ,,,0,0,0,0,0,0,0,0,View Obstructed/Limited,Unspecified,,,,3499356,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
08/11/2016,21:54,BROOKLYN,11203,40.644253,-73.93252,POINT (-73.93252 40.644253),SCHENECTADY AVENUE              ,CLARENDON ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3501752,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/02/2016,17:25,BROOKLYN,11205,40.693115,-73.96926,POINT (-73.96926 40.693115),,,414       MYRTLE AVENUE                 ,0,0,0,0,0,0,0,0,Pavement Defective,,,,,3493599,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/06/2016,18:00,,,40.67005,-73.95392,POINT (-73.95392 40.67005),EASTERN PARKWAY                 ,,,1,0,0,0,1,0,0,0,Unsafe Speed,,,,,3532698,BICYCLE,,,,
08/02/2016,9:53,,,,,,18 STREET                       ,7 AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3492912,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
08/04/2016,17:01,BROOKLYN,11230,40.617664,-73.962814,POINT (-73.962814 40.617664),AVENUE M                        ,EAST 12 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3533185,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
07/27/2016,10:00,,,40.73272,-73.94281,POINT (-73.94281 40.73272),GREENPOINT AVENUE               ,KINGSLAND AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3488930,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/10/2016,17:40,,,40.844864,-73.92256,POINT (-73.92256 40.844864),CROSS BRONX EXPY                ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3498003,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON
08/06/2016,13:35,,,,,,THROGS NECK BRIDGE              ,,,0,0,0,0,0,0,0,0,Unsafe Speed,Unsafe Lane Changing,,,,3496406,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/19/2016,9:39,QUEENS,11354,40.76051,-73.82914,POINT (-73.82914 40.76051),138 STREET                      ,39 AVENUE,,1,0,1,0,0,0,0,0,Backing Unsafely,,,,,3504082,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
08/06/2016,8:30,QUEENS,11417,40.68305,-73.84225,POINT (-73.84225 40.68305),,,98-10     103 AVENUE                    ,0,0,0,0,0,0,0,0,Unspecified,,,,,3495175,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
07/28/2016,15:45,STATEN ISLAND,10309,40.50773,-74.230064,POINT (-74.230064 40.50773),HYLAN BOULEVARD                 ,PAGE AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3494449,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
08/14/2016,16:20,BROOKLYN,11205,40.69838,-73.96076,POINT (-73.96076 40.69838),,,365       FLUSHING AVENUE               ,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3501206,PASSENGER VEHICLE,PASSENGER VEHICLE,TAXI,SPORT UTILITY / STATION WAGON,
08/03/2016,8:50,MANHATTAN,10021,40.77437,-73.963554,POINT (-73.963554 40.77437),MADISON AVENUE                  ,EAST 76 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unsafe Speed,,,,3493892,BICYCLE,PASSENGER VEHICLE,TAXI,BICYCLE,TAXI
08/02/2016,19:20,BROOKLYN,11234,40.617382,-73.943474,POINT (-73.943474 40.617382),KINGS HIGHWAY                   ,AVENUE N,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,3494106,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/19/2016,20:20,STATEN ISLAND,10306,40.579803,-74.10583,POINT (-74.10583 40.579803),MIDLAND AVENUE                  ,EDISON STREET,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3505015,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
08/03/2016,9:10,BROOKLYN,11205,40.693134,-73.96937,POINT (-73.96937 40.693134),,,411       MYRTLE AVENUE                 ,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3494236,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
08/12/2016,21:00,,,40.663227,-73.93159,POINT (-73.93159 40.663227),UTICA AVENUE                    ,EAST NEW YORK AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3501025,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE
08/09/2016,10:56,MANHATTAN,10032,40.836555,-73.94306,POINT (-73.94306 40.836555),WEST 161 STREET                 ,BROADWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3497120,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
07/31/2016,23:45,BROOKLYN,11223,40.597275,-73.970566,POINT (-73.970566 40.597275),AVENUE U                        ,EAST 1 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3496501,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
08/02/2016,19:12,BROOKLYN,11230,40.632294,-73.96678,POINT (-73.96678 40.632294),FOSTER AVENUE                   ,CONEY ISLAND AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3533014,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
08/12/2016,14:23,STATEN ISLAND,10306,40.57494,-74.10527,POINT (-74.10527 40.57494),HYLAN BOULEVARD                 ,PRESCOTT AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3499377,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON
07/31/2016,18:40,BROOKLYN,11236,40.64027,-73.916046,POINT (-73.916046 40.64027),,,576       EAST 82 STREET                ,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3492130,BICYCLE,PASSENGER VEHICLE,PASSENGER VEHICLE,BICYCLE,
08/09/2016,20:25,,,40.84018,-73.92647,POINT (-73.92647 40.84018),MERRIAM AVENUE                  ,,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,Unspecified,Unspecified,,3497164,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
08/08/2016,12:00,,,40.688457,-73.98272,POINT (-73.98272 40.688457),LIVINGSTON STREET               ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,,,,3495935,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/19/2016,2:25,BROOKLYN,11219,40.635166,-73.98481,POINT (-73.98481 40.635166),15 AVENUE                       ,44 STREET,,3,0,0,0,0,0,3,0,Unspecified,Unspecified,,,,3504650,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
08/12/2016,17:13,,,40.601734,-73.935036,POINT (-73.935036 40.601734),GERRITSEN AVENUE                ,AVENUE U,,0,0,0,0,0,0,0,0,Cell Phone (hands-free),Unspecified,,,,3500228,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PICK-UP TRUCK,
07/27/2016,12:45,MANHATTAN,10019,40.76779,-73.99143,POINT (-73.99143 40.76779),,,550       WEST 54 STREET                ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3491492,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
08/06/2016,22:00,BROOKLYN,11236,40.6436,-73.909744,POINT (-73.909744 40.6436),,,1036      REMSEN AVENUE                 ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3495703,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
08/17/2016,18:28,BROOKLYN,11209,40.61651,-74.02666,POINT (-74.02666 40.61651),92 STREET                       ,GATLING PLACE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3502422,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
08/05/2016,13:43,,,40.846443,-73.826004,POINT (-73.826004 40.846443),BRUCKNER EXPRESSWAY             ,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3496388,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/06/2016,3:55,QUEENS,11101,40.748108,-73.947365,POINT (-73.947365 40.748108),21 STREET                       ,44 DRIVE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3496789,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
08/08/2016,15:30,QUEENS,11361,40.7594,-73.77293,POINT (-73.77293 40.7594),NORTHERN BOULEVARD              ,210 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3496131,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
08/10/2016,12:25,BROOKLYN,11236,40.639923,-73.90064,POINT (-73.90064 40.639923),,,1268      EAST 94 STREET                ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3498105,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
08/05/2016,18:10,QUEENS,11385,40.712696,-73.900604,POINT (-73.900604 40.712696),FRESH POND ROAD                 ,METROPOLITAN AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3495996,BICYCLE,PASSENGER VEHICLE,PASSENGER VEHICLE,BICYCLE,
08/03/2016,5:00,BRONX,10461,40.840202,-73.835365,POINT (-73.835365 40.840202),,,1467      WILLIAM PLACE                 ,0,0,0,0,0,0,0,0,Unspecified,,,,,3496372,PASSENGER VEHICLE,OTHER,PASSENGER VEHICLE,,
08/18/2016,23:30,,,40.81751,-73.96069,POINT (-73.96069 40.81751),12 AVENUE                       ,SAINT CLAIR PLACE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3502921,PASSENGER VEHICLE,PASSENGER VEHICLE,TAXI,PASSENGER VEHICLE,
08/02/2016,7:30,BRONX,10474,40.816864,-73.882744,POINT (-73.882744 40.816864),,,772       EDGEWATER ROAD                ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3495494,Tractor Truck Diesel,Tractor Truck Diesel,,,
07/31/2016,8:00,,,40.691708,-73.81129,POINT (-73.81129 40.691708),LIBERTY AVENUE                  ,VANWYCK EXPRESSWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3492356,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
08/09/2016,0:01,MANHATTAN,10001,40.75045,-73.9873,POINT (-73.9873 40.75045),AVENUE OF THE AMERICAS          ,WEST 35 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,3497050,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,TAXI,
08/05/2016,16:30,QUEENS,11429,40.713303,-73.73586,POINT (-73.73586 40.713303),SPRINGFIELD BOULEVARD           ,HEMPSTEAD AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3494657,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON
08/17/2016,23:22,BROOKLYN,11220,40.645348,-74.01375,POINT (-74.01375 40.645348),52 STREET                       ,4 AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3502450,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
07/31/2016,1:30,,,40.718956,-73.98958,POINT (-73.98958 40.718956),DELANCEY STREET                 ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3491403,PASSENGER VEHICLE,PASSENGER VEHICLE,TAXI,,
08/11/2016,17:46,,,40.81801,-73.96149,POINT (-73.96149 40.81801),HENRY HUDSON PARKWAY            ,,,0,0,0,0,0,0,0,0,Brakes Defective,Other Vehicular,,,,3499968,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
08/03/2016,19:45,MANHATTAN,10022,40.760254,-73.967545,POINT (-73.967545 40.760254),3 AVENUE                        ,EAST 57 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Following Too Closely,,,,3532520,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
08/17/2016,23:00,,,40.851673,-73.933846,POINT (-73.933846 40.851673),WEST 184 STREET                 ,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3504412,BICYCLE,PASSENGER VEHICLE,BICYCLE,PASSENGER VEHICLE,
07/30/2016,12:12,,,40.77052,-73.91978,POINT (-73.91978 40.77052),29 STREET                       ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unsafe Lane Changing,,,,3490838,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,
08/12/2016,1:45,,,40.761272,-73.95571,POINT (-73.95571 40.761272),FDR DRIVE                       ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3499101,PASSENGER VEHICLE,PASSENGER VEHICLE,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK
07/27/2016,13:10,MANHATTAN,10033,40.848938,-73.93708,POINT (-73.93708 40.848938),WEST 179 STREET                 ,BROADWAY,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3489973,PASSENGER VEHICLE,,,,
08/12/2016,5:39,,,40.7136,-74.0091,POINT (-74.0091 40.7136),G.C.P. / C.I.P. (CDR)           ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3498987,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
07/29/2016,18:30,BROOKLYN,11207,,,,pitkin avenue                   ,williams ave,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,3492183,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/10/2016,20:50,,,40.818233,-73.95273,POINT (-73.95273 40.818233),WEST 134 STREET                 ,,,1,0,1,0,0,0,0,0,Unspecified,,,,,3497908,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
08/19/2016,0:00,QUEENS,11102,40.77096,-73.92143,POINT (-73.92143 40.77096),ASTORIA BOULEVARD               ,27 STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3503762,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/07/2016,18:10,BROOKLYN,11211,40.7118,-73.94224,POINT (-73.94224 40.7118),GRAND STREET                    ,HUMBOLDT STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3496632,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,TAXI,
08/07/2016,13:03,BROOKLYN,11218,40.636856,-73.978355,POINT (-73.978355 40.636856),,,705       MC DONALD AVENUE              ,3,0,0,0,0,0,3,0,Alcohol Involvement,,,,,3497259,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
07/28/2016,5:25,QUEENS,11434,40.66675,-73.779945,POINT (-73.779945 40.66675),ROCKAWAY BOULEVARD              ,SOUTH CONDUIT AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3490369,SMALL COM VEH(4 TIRES) ,PASSENGER VEHICLE,,,
07/31/2016,7:00,QUEENS,11103,40.758316,-73.91069,POINT (-73.91069 40.758316),48 STREET                       ,31 AVENUE,,1,0,0,0,0,0,1,0,Lost Consciousness,Unspecified,Unspecified,,,3494752,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON
08/17/2016,12:30,MANHATTAN,10037,40.812813,-73.94181,POINT (-73.94181 40.812813),WEST 133 STREET                 ,LENOX AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3502279,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES) ,PASSENGER VEHICLE,,
08/01/2016,10:30,,,40.853477,-73.82622,POINT (-73.82622 40.853477),BRUCKNER EXPRESSWAY             ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3496371,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES) ,PASSENGER VEHICLE,,
07/31/2016,18:30,BROOKLYN,11203,40.655396,-73.92977,POINT (-73.92977 40.655396),LENOX ROAD                      ,EAST 51 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3492104,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/16/2016,15:00,BRONX,10467,40.881073,-73.878494,POINT (-73.878494 40.881073),EAST GUN HILL ROAD              ,BAINBRIDGE AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3503042,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
07/27/2016,17:05,,,,,,SHORE PARKWAY                   ,OCEAN AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3491129,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/04/2016,8:40,BRONX,10463,40.87898,-73.909035,POINT (-73.909035 40.87898),CORLEAR AVENUE                  ,WEST 230 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3498662,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
08/08/2016,19:00,BROOKLYN,11219,40.638454,-73.99931,POINT (-73.99931 40.638454),10 AVENUE                       ,50 STREET,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3497272,PASSENGER VEHICLE,OTHER,VAN,PASSENGER VEHICLE,
08/01/2016,14:45,,,40.707462,-74.00404,POINT (-74.00404 40.707462),WATER STREET                    ,FULTON STREET,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3493198,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,,
08/17/2016,12:30,,,40.590527,-74.165474,POINT (-74.165474 40.590527),NOME AVENUE                     ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Following Too Closely,Unspecified,,,3502730,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON
08/12/2016,18:00,QUEENS,11423,40.715973,-73.76228,POINT (-73.76228 40.715973),90 AVENUE                       ,198 STREET,,0,0,0,0,0,0,0,0,Unsafe Speed,Traffic Control Disregarded,,,,3499261,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
08/07/2016,22:03,QUEENS,11412,40.695026,-73.75643,POINT (-73.75643 40.695026),116 AVENUE                      ,196 STREET,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,3496143,PASSENGER VEHICLE,PASSENGER VEHICLE,PICK-UP TRUCK,PASSENGER VEHICLE,
